feature,importance
Target_Proxy_rm13,42
bdry_freight_rz26,42
silica_quartz_index_rmax4,42
al_price_rm4,41
thermal_coal_futures_rmin4,41
solar_etf_lag8,40
bdry_freight_rz13,39
thermal_coal_futures_lag26,39
silica_quartz_index_lag4,39
silica_quartz_index_rmax8,39
vix_rmax8,38
al_price_lag13,37
china_etf_lag4,37
electrode_consumables_index_rz4,37
electricity_power_index_rz26,37
Target_Proxy_rmin13,36
al_price_rm26,36
china_etf_lag6,36
thermal_coal_futures_rmax4,36
crude_oil_rmax4,36
cny_inr_rm4,36
al_price_lag6,35
gfex_silicon_futures_rmin13,35
china_etf_lag2,34
china_etf_lag1,33
thermal_coal_futures_rmin8,33
crude_oil_lag4,33
gfex_silicon_futures_rm8,33
electricity_power_index_lag8,33
china_etf,32
cny_inr_lag26,32
electricity_power_index_lag13,32
thermal_coal_futures_rmin26,31
gfex_silicon_futures_rm4,31
vix_rmin13,29
crude_oil_rm8,29
silica_quartz_index_rm26,29
electricity_power_index_lag1,29
month,29
solar_etf_rmax4,28
crude_oil_lag6,28
al_price_rmax13,27
solar_etf_rm8,27
bdry_freight_lag8,27
hydrology_rainfall_index_rm26,27
gfex_silicon_futures_rmax4,27
solar_etf_rm26,26
thermal_coal_futures_rm4,26
electrode_consumables_index_lag1,26
gfex_silicon_futures_rmax13,26
Target_Proxy_rmax13,25
hydrology_rainfall_index_rm13,25
gfex_silicon_futures_rm13,25
vix_rmax13,24
thermal_coal_futures_rm8,24
silica_quartz_index_rm13,24
Target_Proxy_rm26,23
crude_oil_rmax26,23
al_price_rm13,22
thermal_coal_futures_rm13,22
hydrology_rainfall_index_rz26,22
semiconductor_etf_lag6,21
usd_inr_lag4,21
silica_quartz_index_rm8,21
cny_inr_lag1,21
solar_etf_rmin13,20
crude_oil_rm13,20
usd_inr_lag26,20
cny_inr_lag8,20
electrode_consumables_index_ret,20
electricity_power_index_lag6,20
cny_inr,19
al_price_rmin4,19
solar_etf_rm13,19
bdry_freight_lag2,19
bdry_freight_lag13,19
usd_inr_lag2,19
petcoke_charcoal_index_ret,19
petcoke_charcoal_index_rz4,19
electricity_power_index_lag2,19
Target_Proxy_rmax26,18
thermal_coal_futures_rmax26,18
crude_oil_rm4,18
cny_inr_lag6,18
cny_inr_lag13,18
electrode_consumables_index_lag26,18
gfex_silicon_futures_rmin4,18
electricity_power_index_rm8,18
semiconductor_etf_lag8,17
usd_inr_lag13,17
electricity_power_index_rmin4,17
bdry_freight_lag6,16
electricity_power_index_rmin8,16
usd_inr,15
bdry_freight_rmax4,15
crude_oil_rm26,15
silica_quartz_index_rmax26,15
cny_inr_lag4,15
electrode_consumables_index_lag4,15
Target_Proxy_rmin26,14
china_etf_rmax4,14
usd_inr_lag6,14
semiconductor_etf_lag2,13
china_etf_rm4,13
crude_oil_rmin13,13
silica_quartz_index_rmax13,13
electrode_consumables_index_rm8,13
electricity_power_index_lag26,13
china_etf_rmin13,12
vix_rmin26,12
crude_oil_rmin26,12
usd_inr_lag1,12
silica_quartz_index_rm4,12
electrode_consumables_index_rm26,12
gfex_silicon_futures_rmin8,12
electricity_power_index_lag4,12
al_price_rmax4,11
al_price_rmin13,11
semiconductor_etf_lag26,11
bdry_freight_rmax26,11
vix_rmax26,11
thermal_coal_futures_rmin13,11
thermal_coal_futures_rm26,11
silica_quartz_index_rmin8,11
al_price_rm8,10
semiconductor_etf_rmin4,10
china_etf_rmin4,10
china_etf_rm8,10
thermal_coal_futures_rmax8,10
thermal_coal_futures_rmax13,10
silica_quartz_index_rmin4,10
cny_inr_lag2,10
gfex_silicon_futures_rmax26,10
electricity_power_index_rm13,10
china_etf_rmax13,9
electricity_power_index_rm4,9
electricity_power_index_rmin13,9
al_price_rmin26,8
solar_etf_rmax13,8
china_etf_rm13,8
china_etf_rm26,8
hydrology_rainfall_index_rm8,8
electrode_consumables_index_rmax8,8
al_price_rmin8,7
semiconductor_etf_rmin8,7
china_etf_rmin8,7
bdry_freight_rm8,7
petcoke_charcoal_index_lag6,7
electricity_power_index_rm26,7
al_price_rmax8,6
solar_etf_rmin8,6
crude_oil_rmin8,6
cny_inr_rmax4,6
cny_inr_rmax8,6
hydrology_rainfall_index_rm4,6
petcoke_charcoal_index_lag8,6
electrode_consumables_index_lag2,6
electrode_consumables_index_lag6,6
electrode_consumables_index_rm4,6
electrode_consumables_index_rmax4,6
gfex_silicon_futures_rmax8,6
electricity_power_index_rmax8,6
semiconductor_etf,5
solar_etf_rmax8,5
semiconductor_etf_lag1,5
semiconductor_etf_lag13,5
semiconductor_etf_rm4,5
china_etf_rmin26,5
bdry_freight_rm13,5
crude_oil_rmax8,5
usd_inr_rm8,5
cny_inr_rm13,5
hydrology_rainfall_index_rz13,5
electrode_consumables_index_lag8,5
electrode_consumables_index_lag13,5
electrode_consumables_index_rm13,5
gfex_silicon_futures_rmin26,5
al_price_rmax26,4
semiconductor_etf_lag4,4
china_etf_rmax26,4
bdry_freight_rmin4,4
bdry_freight_rmax8,4
bdry_freight_rmin8,4
bdry_freight_rmin26,4
usd_inr_lag8,4
silica_quartz_index_rmin13,4
silica_quartz_index_rmin26,4
cny_inr_rmin8,4
cny_inr_rmin13,4
hydrology_rainfall_index_lag1,4
hydrology_rainfall_index_lag13,4
hydrology_rainfall_index_lag26,4
petcoke_charcoal_index_rz13,4
solar_etf_rmax26,3
bdry_freight_rm4,3
bdry_freight_rmax13,3
usd_inr_rm4,3
hydrology_rainfall_index_lag6,3
petcoke_charcoal_index_lag4,3
petcoke_charcoal_index_rmin4,3
electrode_consumables_index_rmin26,3
petcoke_charcoal_index,2
bdry_freight_rmin13,2
usd_inr_rmax4,2
usd_inr_rmin4,2
usd_inr_rmin8,2
usd_inr_rm26,2
usd_inr_rmin26,2
cny_inr_rmin4,2
cny_inr_rm26,2
cny_inr_rmin26,2
hydrology_rainfall_index_lag2,2
hydrology_rainfall_index_lag8,2
hydrology_rainfall_index_rz4,2
hydrology_rainfall_index_rmin4,2
hydrology_rainfall_index_rmin26,2
petcoke_charcoal_index_lag1,2
petcoke_charcoal_index_lag2,2
petcoke_charcoal_index_rz8,2
petcoke_charcoal_index_rmin8,2
petcoke_charcoal_index_rz26,2
solar_etf_rmin26,1
semiconductor_etf_rm8,1
semiconductor_etf_rm13,1
semiconductor_etf_rmin13,1
semiconductor_etf_rm26,1
semiconductor_etf_rmax26,1
usd_inr_rmax8,1
usd_inr_rm13,1
usd_inr_rmax26,1
cny_inr_rm8,1
cny_inr_rmax26,1
hydrology_rainfall_index_lag4,1
hydrology_rainfall_index_rmin8,1
petcoke_charcoal_index_lag26,1
petcoke_charcoal_index_rm4,1
petcoke_charcoal_index_rm8,1
petcoke_charcoal_index_rmax8,1
electrode_consumables_index_rmin4,1
electrode_consumables_index_rmin8,1
electrode_consumables_index_rmax26,1
electricity_power_index_rmax4,1
electricity_power_index_rmax13,1
hydrology_rainfall_index,0
covid_disruption,0
ukraine_energy_crisis,0
logistics_spike,0
china_power_curbs_2021,0
china_export_restrict,0
energy_crisis_europe,0
steel_downturn_2015,0
steel_downturn_2019,0
china_steel_curbs,0
india_infra_push,0
semiconductor_etf_rmax4,0
semiconductor_etf_rmax8,0
semiconductor_etf_rmax13,0
semiconductor_etf_rmin26,0
china_etf_rmax8,0
usd_inr_rmax13,0
usd_inr_rmin13,0
cny_inr_rmax13,0
hydrology_rainfall_index_ret,0
hydrology_rainfall_index_rmax4,0
hydrology_rainfall_index_rz8,0
hydrology_rainfall_index_rmax8,0
hydrology_rainfall_index_rmax13,0
hydrology_rainfall_index_rmin13,0
hydrology_rainfall_index_rmax26,0
petcoke_charcoal_index_lag13,0
petcoke_charcoal_index_rmax4,0
petcoke_charcoal_index_rm13,0
petcoke_charcoal_index_rmax13,0
petcoke_charcoal_index_rmin13,0
petcoke_charcoal_index_rm26,0
petcoke_charcoal_index_rmax26,0
petcoke_charcoal_index_rmin26,0
electrode_consumables_index_rmax13,0
electrode_consumables_index_rmin13,0
electricity_power_index_rmax26,0
electricity_power_index_rmin26,0
quarter,0
